时间,烟气层,CO,透光,1D,0.5D,辐射3,1.5D,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,1-12,1-13,1-14,1-15,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,1-32,1-33,1-34,1-35,1-36,1-37,1-38,1-39,1-40,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,2-30,2-31,2-32,2-33,2-34,2-35,2-36,2-37,2-38,2-39,2-40,3-1,3-2,3-3,3-4,3-5,3-6,3-7,3-8,3-9,3-10,3-11,3-12,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-20,3-21,3-22,3-23,3-24,3-25,3-26,3-27,3-28,3-29,3-30,3-31,3-32,3-33,3-34,3-35,3-36,3-37,3-38,3-39,3-40,4-1,4-2,4-3,4-4,4-5,4-6,4-7,4-8,4-9,4-10,4-11,4-12,4-13,4-14,4-15,4-16,4-17,4-18,4-19,4-20,4-21,4-22,4-23,4-24,4-25,4-26,4-27,4-28,4-29,4-30,4-31,4-32,4-33,4-34,4-35,4-36,4-37,4-38,4-39,4-40,layer1_mean,layer2_mean,layer3_mean,layer4_mean
565.0,,40.0,0.606,0.296,0.323,-0.025,0.117,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,42.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.55,39.7,39.53125
566.0,,40.0,0.6067,0.3,0.335,-0.025,0.117,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,43.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,42.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,41.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.575,39.7,39.5
567.0,,40.0,0.607,0.283,0.329,-0.025,0.11,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,43.0,38.0,40.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,41.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.6,39.7,39.5
568.0,,40.0,0.607,0.287,0.323,-0.02,0.124,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,40.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,40.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,41.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.575,39.675,39.46875
569.0,,37.0,0.6076,0.291,0.329,-0.02,0.124,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,40.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,40.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,41.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.575,39.675,39.46875
570.0,,37.0,0.6076,0.287,0.329,-0.02,0.117,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,42.0,40.0,40.0,41.0,37.0,39.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.138888888888886,40.55,39.725,39.71875
571.0,,37.0,0.6079,0.291,0.335,-0.02,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,42.0,40.0,40.0,41.0,37.0,39.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.138888888888886,40.55,39.725,39.75
572.0,,37.0,0.6079,0.291,0.341,-0.025,0.137,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,42.0,40.0,40.0,41.0,37.0,39.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.138888888888886,40.55,39.725,39.75
573.0,,37.0,0.6081,0.291,0.341,-0.025,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,39.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,39.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,42.0,40.0,40.0,41.0,37.0,39.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.138888888888886,40.55,39.7,39.75
574.0,,37.0,0.6086,0.287,0.329,-0.025,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,39.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,40.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,39.0,40.0,,,,,,,,,40.111111111111114,40.55,39.65,39.5
575.0,,37.0,0.6086,0.283,0.329,-0.02,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.675,39.5625
576.0,,37.0,0.6086,0.287,0.323,-0.025,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.7,39.59375
577.0,,37.0,0.6086,0.296,0.335,-0.02,0.137,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,37.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.675,39.59375
578.0,,37.0,0.6098,0.279,0.329,-0.02,0.137,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,39.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,40.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.7,39.59375
579.0,,36.0,0.6096,0.274,0.323,-0.02,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,40.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.75,39.59375
580.0,,36.0,0.6101,0.287,0.317,-0.02,0.131,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.725,39.59375
581.0,,36.0,0.6103,0.266,0.311,-0.025,0.124,39.0,39.0,39.0,39.0,38.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,39.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.083333333333336,40.575,39.7,39.5625
582.0,,36.0,0.6103,0.274,0.311,-0.025,0.117,39.0,39.0,39.0,39.0,39.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.725,39.5625
583.0,,36.0,0.6112,0.274,0.323,-0.025,0.117,39.0,39.0,39.0,39.0,39.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,,,38.0,38.0,40.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,42.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,41.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.111111111111114,40.575,39.725,39.5625
584.0,,36.0,0.6112,0.279,0.329,-0.02,0.11,39.0,39.0,39.0,39.0,39.0,39.0,42.0,40.0,42.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,,,38.0,38.0,39.0,39.0,,,45.0,45.0,39.0,41.0,39.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,38.0,39.0,41.0,40.0,41.0,43.0,42.0,42.0,39.0,39.0,41.0,41.0,40.0,42.0,42.0,41.0,39.0,40.0,41.0,41.0,40.0,41.0,43.0,41.0,38.0,39.0,41.0,41.0,39.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,42.0,42.0,41.0,38.0,39.0,40.0,40.0,40.0,41.0,41.0,42.0,38.0,39.0,40.0,41.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,41.0,37.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,39.0,40.0,40.0,39.0,39.0,41.0,41.0,38.0,40.0,40.0,40.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,39.0,42.0,40.0,40.0,40.0,37.0,38.0,39.0,39.0,44.0,39.0,40.0,40.0,,,,,,,,,40.083333333333336,40.6,39.7,39.5625
